epoch,train_loss_total,train_loss_lesion,train_loss_lesion_dense,train_loss_lesion_sparse,train_loss_lesion_sys,em_w_lesion_dense,em_w_lesion_sparse,em_w_lesion_sys,active_lesion_dense,active_lesion_sparse,active_lesion_sys,val_loss_total,val_loss_lesion,val_loss_lesion_dense,val_loss_lesion_sparse,val_loss_lesion_sys,val_lesion_dice,val_lesion_f1,val_lesion_sens,val_lesion_spec,val_patient_bacc,val_patient_sens,val_patient_spec,val_patient_auc,val_patient_auprc,val_patient_n,val_region_bacc,val_region_sens,val_region_spec,val_region_auc,val_region_auprc,val_region_n,best_model_metric_name,use_em_weighting,use_logvar_clamp,use_curriculum,em_lr_multiplier,lesion_dense_enabled_this_epoch,lesion_sparse_enabled_this_epoch,lesion_sys_enabled_this_epoch
12,0.8566308660768367,1.5063478418036822,0.6400585402027036,0.8662893048655439,0.0,1.0,0.25,0.0,0.8021201413427562,0.9929328621908127,0.0,0.4044887355218331,0.8708902762995826,0.24902155498663583,0.621868722140789,0.0,0.28838037462397054,0.3289614466415301,0.36484281012903674,0.992177382616853,0.6007936507538486,0.8777777777290123,0.3238095237786848,0.7716931216931219,0.8806099464694808,285,0.5103144323059459,0.07272727272066117,0.9479015918912306,0.5740911283603035,0.0703295722730887,2183,composite,0,0,0,10.0,1,1,0
13,0.8123494108131833,1.4516206697524647,0.5992589861470482,0.8523616871859075,0.0,1.0,0.25,0.0,0.7561837455830389,0.9858657243816255,0.0,0.3983855936676264,0.8687605096234216,0.24159395529164207,0.6271665551596217,0.0,0.31764263862913306,0.3524764549743646,0.49205066525942376,0.9875101254361557,0.6218253967834814,0.8722222221737654,0.3714285713931973,0.7718518518518518,0.8809347970573851,285,0.5329671534362818,0.1363636363512397,0.9295706705213239,0.5862846993816604,0.07690518414190145,2183,composite,0,0,0,10.0,1,1,0
14,0.8254522152587298,1.4637188412275415,0.6126966736552573,0.8510221732589466,0.0,1.0,0.25,0.0,0.7809187279151943,0.9823321554770318,0.0,0.3954912045349677,0.857685097389751,0.24142657303147846,0.6162585243582726,0.0,0.31542675400322134,0.3574846707187885,0.5151804372010624,0.9870130885438543,0.5948412698023652,0.894444444394753,0.29523809520997735,0.776084656084656,0.8841113894566965,285,0.5084221374328648,0.06363636363057852,0.953207911235151,0.5634346357935359,0.07172907158759183,2183,composite,0,0,0,10.0,1,1,0
15,0.800121700463573,1.4435372461067915,0.5856498525125821,0.8578873924358152,0.0,1.0,0.25,0.0,0.7491166077738516,0.9858657243816255,0.0,0.3994602207094431,0.8713178626365132,0.24217434061898124,0.6291435211896896,0.0,0.3125220269642093,0.35047189980385346,0.428044606869805,0.9904399819540125,0.6511904761459845,0.8833333332842592,0.41904761900770976,0.7786243386243387,0.8832982928837998,285,0.5265294040181593,0.11818181817107438,0.9348769898652443,0.5736175064684471,0.08409473003962067,2183,composite,0,0,0,10.0,1,1,0
16,0.8056416951725424,1.4341049718772565,0.5961539350423711,0.8379510400994507,0.0,1.0,0.25,0.0,0.7632508833922261,0.9717314487632509,0.0,0.395535914434327,0.8640787419345644,0.23935497138235304,0.6247237705522113,0.0,0.3204541653394699,0.3616525775956874,0.4685664939233469,0.9895092137732164,0.5503968253630354,0.9388888888367284,0.1619047618893424,0.7791005291005291,0.8853659907139116,285,0.5128930403830354,0.09090909090082645,0.9348769898652443,0.5734070078498443,0.0728843237944374,2183,composite,0,0,0,10.0,1,1,0
17,0.799328665114123,1.4323355528154138,0.5883263670724188,0.8440091858483035,0.0,1.0,0.25,0.0,0.7632508833922261,0.9752650176678446,0.0,0.40142163675692344,0.8674496925539441,0.24607895149124992,0.6213707402348518,0.0,0.30425983464176004,0.3432713718899915,0.3243381586822659,0.9954283480378335,0.601190476150085,0.8499999999527778,0.3523809523473923,0.7669841269841271,0.8779904320247158,285,0.5158619479836809,0.07272727272066117,0.9589966232467005,0.5816120685874665,0.0766174081652713,2183,composite,0,0,0,10.0,1,1,0
18,0.8248137499965964,1.4568296428704008,0.614141786477591,0.8426878532335531,0.0,1.0,0.25,0.0,0.7915194346289752,0.9893992932862191,0.0,0.3923617862164974,0.8552128432525529,0.23807810081375969,0.6171347416109509,0.0,0.32329254055565054,0.3622792040317073,0.4404317742611243,0.9910259711802404,0.5436507936177564,0.9444444443919753,0.14285714284353743,0.7862962962962963,0.887762703908394,285,0.515954041127754,0.10909090908099174,0.9228171731745162,0.5613340349953954,0.07144348516048185,2183,composite,0,0,0,10.0,1,1,0
19,0.7943342908321758,1.4275803688136932,0.5832522626268569,0.8443281054496765,0.0,1.0,0.25,0.0,0.7632508833922261,0.9823321554770318,0.0,0.39115896655453575,0.8508683136767812,0.23792251696189246,0.6129457975427309,0.0,0.3268786431713538,0.3657689294095263,0.42400385555251296,0.9918278112091088,0.6194444444007716,0.7722222221793209,0.4666666666222222,0.7552910052910052,0.87388779526741,285,0.5010941542743548,0.027272727270247935,0.9749155812784617,0.594097267903346,0.07857820337459435,2183,composite,0,0,0,10.0,1,1,0
20,0.7703341951481867,1.4001461403319355,0.560396876752166,0.8397492653700152,0.0,1.0,0.25,0.0,0.7455830388692579,0.9893992932862191,0.0,0.3961324023289813,0.8589575986067454,0.24185733745495477,0.6171002611517906,0.0,0.3107784546234391,0.3484990664850631,0.5407757840505163,0.9849794700021826,0.6373015872578672,0.8555555555080246,0.41904761900770976,0.7786772486772486,0.8829212717695337,285,0.5098320396383168,0.07272727272066117,0.9469368065559723,0.57140288558523,0.07634755168649837,2183,composite,0,0,0,10.0,1,1,0
21,0.7749214161832425,1.4045599469447725,0.5650419043146679,0.839518044209733,0.0,1.0,0.25,0.0,0.7561837455830389,0.9858657243816255,0.0,0.39439407156573403,0.8593347610698806,0.23941384173101848,0.6199209193388621,0.0,0.32184738598086615,0.36329164674133846,0.367781609010202,0.9943579439052176,0.609126984086719,0.894444444394753,0.3238095237786848,0.7811640211640212,0.8842129793186853,285,0.5074573520976065,0.06363636363057852,0.9512783405646345,0.5568872516774108,0.07233085680658186,2183,composite,0,0,0,10.0,1,1,0
22,0.7908404291518586,1.4119502156446342,0.5838038309513469,0.8281463837455102,0.0,1.0,0.25,0.0,0.7703180212014135,0.9823321554770318,0.0,0.3954347541762723,0.8598948783344693,0.24061471223831177,0.6192801669239998,0.0,0.3171205987984484,0.3524820337905841,0.44444800403299334,0.9899234313483446,0.648412698368361,0.8777777777290123,0.41904761900770976,0.7895767195767196,0.8893790449901737,285,0.5187563039894556,0.07272727272066117,0.96478533525825,0.5727009603999473,0.07849306841981642,2183,composite,0,0,0,10.0,1,1,0
23,0.75797581999125,1.3865085254709628,0.5484649195687931,0.8380436063234039,0.0,1.0,0.25,0.0,0.7420494699646644,0.9858657243816255,0.0,0.3889978908830219,0.8483845152788692,0.2358690160844061,0.6125154983666208,0.0,0.3333737701177597,0.3688729575410308,0.4810954754422108,0.9895126404751422,0.5956349205961609,0.9055555555052469,0.28571428568707485,0.7882010582010582,0.8884382334203184,285,0.5120028066426479,0.07272727272066117,0.9512783405646345,0.5759680743761786,0.07572548283183392,2183,composite,0,0,0,10.0,1,1,0
24,0.771072093884431,1.4040004120277432,0.5600959925053398,0.843904415310061,0.0,1.0,0.25,0.0,0.7561837455830389,0.9858657243816255,0.0,0.39820997551497483,0.8663367061979241,0.24216773195399177,0.6241689742439323,0.0,0.3130184195258401,0.35613572719687264,0.49763402531367296,0.9878000013468683,0.524206349175715,0.9722222221682099,0.07619047618321996,0.7752910052910053,0.881384602328229,285,0.5343748629427032,0.26363636361239673,0.8051133622730097,0.6126167609525064,0.08016489571548244,2183,composite,0,0,0,10.0,1,1,0
25,0.8002908413591318,1.4224973407314017,0.5928886753931484,0.8296086664966476,0.0,1.0,0.25,0.0,0.7985865724381626,0.9858657243816255,0.0,0.3913008701056242,0.8537086852722697,0.2371649311648475,0.6165437549352646,0.0,0.33045726879076526,0.3633658242872867,0.4838946042862874,0.9893606860790339,0.5615079364735291,0.961111111057716,0.1619047618893424,0.7697354497354497,0.8782157622007359,285,0.5495526904238183,0.20909090907190084,0.8900144717757357,0.5775424286278121,0.07477448571752766,2183,composite,0,0,0,10.0,1,1,0
26,0.7871259607295686,1.4289341263552016,0.5731899043275274,0.8557442249763139,0.0,1.0,0.25,0.0,0.7809187279151943,0.9929328621908127,0.0,0.3935528854942984,0.8530239901608891,0.24039585060543484,0.6126281403832965,0.0,0.3180648857219653,0.35772401300496576,0.3652721735438002,0.9943261748973437,0.5853174602794626,0.894444444394753,0.27619047616417236,0.7774603174603175,0.8826715506993053,285,0.5019471122173069,0.05454545454049587,0.949348769894118,0.5789238258123931,0.07497070025147312,2183,composite,0,0,0,10.0,1,1,0
27,0.7735766121860949,1.3911656360322933,0.5677136090113502,0.8234520225979836,0.0,1.0,0.25,0.0,0.7667844522968198,0.9752650176678446,0.0,0.3945944145735767,0.8533371537923813,0.24168016761541367,0.6116569870048099,0.0,0.3156109039079059,0.3573390758349824,0.4085233704990019,0.9923177095230435,0.6257936507511369,0.8611111110632715,0.3904761904390023,0.7779365079365078,0.8819505169904958,285,0.509386922768123,0.06363636363057852,0.9551374819056675,0.587212208919879,0.08082388360509461,2183,composite,0,0,0,10.0,1,1,0
28,0.7783124172013556,1.4019729263369691,0.5704255809632292,0.8315473442153459,0.0,1.0,0.25,0.0,0.7809187279151943,0.9858657243816255,0.0,0.40070435487561756,0.8875438074270884,0.23842453708251318,0.6491192695167329,0.0,0.3263926323164593,0.3611001839260803,0.4765116637565859,0.989556890548268,0.6432539682106734,0.9055555555052469,0.3809523809160998,0.7863492063492064,0.8849270932851813,285,0.5259724597556594,0.1363636363512397,0.9155812831600793,0.6075428671666009,0.08750401997563692,2183,composite,0,0,0,10.0,1,1,0
29,0.7666257394234199,1.3868207869386504,0.559894055022789,0.8269267364441295,0.0,1.0,0.25,0.0,0.7703180212014135,0.9823321554770318,0.0,0.3949912042460508,0.859106530331903,0.24028609610266155,0.6188204342292415,0.0,0.31729014217853546,0.3536216040131258,0.48345690784089523,0.9881173228356435,0.6531746031284895,0.8111111110660494,0.49523809519092976,0.783015873015873,0.8855776531563118,285,0.5050826645568963,0.05454545454049587,0.9556198745732967,0.5441433144761654,0.07445008495362729,2183,composite,0,0,0,10.0,1,1,0
30,0.777711264341543,1.3953300773465591,0.5718383290953013,0.823491746776938,0.0,1.0,0.25,0.0,0.7915194346289752,0.9752650176678446,0.0,0.39526722414626014,0.8646871935990121,0.23879390127129024,0.6258932919138007,0.0,0.32386184483766556,0.36002248146916066,0.36810099780400934,0.99434119726793,0.6210317459896857,0.8611111110632715,0.3809523809160998,0.764021164021164,0.8766658492255313,285,0.5081436653016148,0.07272727272066117,0.9435600578825685,0.5395298864184537,0.061428149590418264,2183,composite,0,0,0,10.0,1,1,0
31,0.7763041023810002,1.3960110624139805,0.56973511717766,0.8262759449203949,0.0,1.0,0.25,0.0,0.7915194346289752,0.9823321554770318,0.0,0.3989798455602593,0.8701905517114533,0.2419096107284228,0.6282809409830306,0.0,0.3145290829918601,0.35623323301617904,0.3349467234105576,0.9955518730873529,0.6134920634506109,0.8555555555080246,0.3714285713931973,0.7622222222222222,0.8744318093067747,285,0.5019471122173069,0.05454545454049587,0.949348769894118,0.5558435293601719,0.07248803133194265,2183,composite,0,0,0,10.0,1,1,0
32,0.7645766775357429,1.3738481036976453,0.5614862018676192,0.8123619058317515,0.0,1.0,0.25,0.0,0.7915194346289752,0.9787985865724381,0.0,0.39306330473886597,0.8570958094464408,0.23838580399751663,0.6187100046210818,0.0,0.3259198943322355,0.36620191880630165,0.4495257838476713,0.9912349873365028,0.596825396786193,0.8888888888395061,0.30476190473287984,0.7728571428571428,0.8810345449983799,285,0.5069004078351066,0.08181818181074381,0.9319826338594694,0.5729246151822129,0.07940134595979013,2183,composite,0,0,0,10.0,1,1,0
33,0.7476335743659377,1.3638367290631621,0.542232525011676,0.8216042005763037,0.0,1.0,0.25,0.0,0.7597173144876325,0.9787985865724381,0.0,0.39024375110036796,0.8494925854934586,0.23716080602672365,0.612331779466735,0.0,0.3312553214755925,0.367661990663043,0.40972812623127264,0.9930431874518088,0.5734126983764959,0.9277777777262345,0.21904761902675737,0.7744973544973546,0.8806055155596539,285,0.513616629384479,0.09090909090082645,0.9363241678681317,0.5654431434460377,0.07631481634204826,2183,composite,0,0,0,10.0,1,1,0
34,0.7497845567999796,1.3659959014228713,0.5443807727667132,0.8216151267606041,0.0,1.0,0.25,0.0,0.7561837455830389,0.9823321554770318,0.0,0.3928323030057881,0.8594072899884648,0.23730730762084326,0.6220999823676215,0.0,0.3278100002895702,0.3688485395800004,0.47460527390149776,0.9899400365868516,0.5559523809182823,0.9499999999472222,0.1619047618893424,0.7694179894179893,0.8782522427055238,285,0.5277529272364345,0.17272727271157026,0.8827785817612988,0.5669604876551331,0.0767105960751584,2183,composite,0,0,0,10.0,1,1,0
35,0.7512688409313296,1.3578402057763965,0.5490783838416999,0.8087618228824737,0.0,1.0,0.25,0.0,0.773851590106007,0.9823321554770318,0.0,0.39183968409068054,0.8554358300235536,0.23730763544638953,0.6181281945771642,0.0,0.3314158245921135,0.3745014909725191,0.4048684345151175,0.9937114701512328,0.5896825396433547,0.8555555555080246,0.3238095237786848,0.7698941798941799,0.8797638137544457,285,0.5052865850932754,0.06363636363057852,0.9469368065559723,0.5834561241941851,0.08328464455637676,2183,composite,0,0,0,10.0,1,1,0
36,0.7383471138696367,1.358271077433239,0.5317057920850208,0.8265652842951327,0.0,1.0,0.25,0.0,0.7632508833922261,0.9823321554770318,0.0,0.39290866669681335,0.8615330316954188,0.2367005455825064,0.6248324852850702,0.0,0.33069335466081445,0.3696607850391361,0.4279380104107808,0.9924302138367025,0.6146825396406431,0.838888888842284,0.3904761904390023,0.767142857142857,0.877494035121753,285,0.5031158180889443,0.06363636363057852,0.9425952725473102,0.5888128754988379,0.07934535654870345,2183,composite,0,0,0,10.0,1,1,0
37,0.7475055237646238,1.3696728935300673,0.5401164022646187,0.8295564903176715,0.0,1.0,0.25,0.0,0.7773851590106007,0.9787985865724381,0.0,0.40006862746344674,0.8810015577409003,0.23975765125619042,0.6412439056568675,0.0,0.32143459943207825,0.368084468788737,0.36918961604043243,0.9946861774953,0.5674603174250126,0.9444444443919753,0.1904761904580499,0.7696296296296298,0.8778695767979479,285,0.5308139279811531,0.19090909089173555,0.8707187650705707,0.5581765557163532,0.07702209217136645,2183,composite,0,0,0,10.0,1,1,0
38,0.7340536892361439,1.3416765545998361,0.5315127324299762,0.8101638218539342,0.0,1.0,0.25,0.0,0.7632508833922261,0.9787985865724381,0.0,0.39241874900956947,0.8586244856317838,0.2370168368021647,0.621607648829619,0.0,0.3273867456750436,0.3717378134820501,0.4509516962413592,0.9910721169672059,0.6150793650382023,0.8777777777290123,0.3523809523473923,0.7751851851851852,0.881123039811071,285,0.5303512695617569,0.12727272726115704,0.9334298118623569,0.5947419199228172,0.08484247791249515,2183,composite,0,0,0,10.0,1,1,0
39,0.7229703651879364,1.3119893669029006,0.5266306971071466,0.7853586735868623,0.0,1.0,0.25,0.0,0.7632508833922261,0.950530035335689,0.0,0.40595938151495325,0.8951692709492313,0.2428894183701939,0.6522798521651162,0.0,0.3087036040696231,0.35880477585270565,0.3484495913686538,0.9951738488119454,0.625396825352255,0.7555555555135802,0.49523809519092976,0.7582010582010582,0.8738005931994474,285,0.5261215629454009,0.0999999999909091,0.9522431258998928,0.5639126430732799,0.07406004831155795,2183,composite,0,0,0,10.0,1,1,0
40,0.7282351484199716,1.3272875693787956,0.5285510068015581,0.798736563419706,0.0,1.0,0.25,0.0,0.7703180212014135,0.9681978798586572,0.0,0.3974923872285419,0.863908496995767,0.24202035119136175,0.6218881458044052,0.0,0.3138877786695957,0.3641394163823822,0.37201425689647877,0.9946173352722745,0.6305555555125881,0.8611111110632715,0.3999999999619048,0.7650264550264549,0.8760507560459374,285,0.5379950006489522,0.14545454544132233,0.9305354558565821,0.5647502521598035,0.0766418547401789,2183,composite,0,0,0,10.0,1,1,0
41,0.7526144112851931,1.368925414637205,0.5471774116421757,0.8217480020472523,0.0,1.0,0.25,0.0,0.8021201413427562,0.9964664310954063,0.0,0.3969795119224323,0.8707931343879964,0.2390416372153494,0.6317514980004894,0.0,0.32240399853749707,0.3689664715753439,0.3501676364634177,0.9955096591049952,0.6297619047187926,0.8499999999527778,0.40952380948480727,0.7766137566137566,0.8824438641542232,285,0.5253606981465219,0.10909090908099174,0.941630487212052,0.5652063325001097,0.07718236851749688,2183,composite,0,0,0,10.0,1,1,0
42,0.7335295097461437,1.344861347767995,0.5297522278430183,0.8151091206621366,0.0,1.0,0.25,0.0,0.7809187279151943,0.9787985865724381,0.0,0.39748564921319485,0.8646649403704537,0.24175921910338932,0.6229057212670644,0.0,0.31978612494739617,0.36223367266501927,0.3671320188655187,0.9944786609371572,0.6059523809128591,0.9166666666157407,0.29523809520997735,0.7791005291005291,0.8827097727218788,285,0.5381243695904607,0.17272727271157026,0.9035214664693512,0.5898785247555146,0.09045473452216791,2183,composite,0,0,0,10.0,1,1,0
43,0.7194107731955632,1.3194494300090804,0.5193978881878061,0.8000515399257202,0.0,1.0,0.25,0.0,0.773851590106007,0.9752650176678446,0.0,0.3898611130813758,0.8517589362131225,0.23589517176151276,0.6158637644516097,0.0,0.33046164499087766,0.3702461002645236,0.542786880446154,0.9867209798555834,0.5861111110732584,0.9055555555052469,0.26666666664126987,0.7761375661375662,0.8809644209554932,285,0.5245252817527721,0.1363636363512397,0.9126869271543046,0.5646230759110643,0.07445011724513373,2183,composite,0,0,0,10.0,1,1,0
44,0.7056578175813065,1.306151301511185,0.505493321182871,0.8006579811707824,0.0,1.0,0.25,0.0,0.7455830388692579,0.9823321554770318,0.0,0.39359380139244926,0.8704968161053128,0.2346261300974422,0.6358706860078706,0.0,0.33402772721919144,0.3832480553874852,0.4329515302559052,0.9927230176176757,0.6496031745570704,0.7944444444003086,0.5047619047138322,0.7734920634920635,0.8800808191834525,285,0.5245998333476428,0.11818181817107438,0.9310178485242112,0.5729509275095382,0.07976763580370566,2183,composite,0,0,0,10.0,1,1,0
45,0.7090333104133606,1.3158458854621375,0.5067624532923681,0.8090834339600148,0.0,1.0,0.25,0.0,0.7561837455830389,0.9858657243816255,0.0,0.41007065762662226,0.9268182445731428,0.2378214622537295,0.6889967831472555,0.0,0.32808883217248047,0.38235484164146816,0.4138332510102382,0.9936481158537763,0.6218253967848041,0.9388888888367284,0.30476190473287984,0.7804761904761904,0.8725482315379438,285,0.5812217690493661,0.30909090906280995,0.8533526290359221,0.5832522036574135,0.0824349150325701,2183,composite,0,0,0,10.0,1,1,0
46,0.720632175674708,1.3363075136295899,0.5154070626720523,0.8209004496938348,0.0,1.0,0.25,0.0,0.7561837455830389,0.9823321554770318,0.0,0.39210454726384747,0.8654807251360681,0.23431248797310722,0.6311682379908032,0.0,0.3365470943125812,0.38419838035147347,0.44765847798636893,0.9922202966051582,0.5924603174223009,0.9277777777262345,0.2571428571183674,0.7845502645502646,0.8838801185011891,285,0.5359536025861296,0.17272727271157026,0.899179932460689,0.570389860983204,0.07969953272222335,2183,composite,0,0,0,10.0,1,1,0
47,0.744330426908424,1.3501624556607155,0.5423864174647381,0.8077760381959773,0.0,1.0,0.25,0.0,0.8091872791519434,0.9858657243816255,0.0,0.3924610892103778,0.8640371114015579,0.2352690812614229,0.6287680309679773,0.0,0.33357319845394656,0.3760426409162225,0.49315879916879396,0.9897254656748106,0.6150793650382023,0.8777777777290123,0.3523809523473923,0.7764021164021165,0.8807234321569843,285,0.553856948635045,0.21818181816198348,0.8895320791081065,0.5776235583037319,0.08053833972842675,2183,composite,0,0,0,10.0,1,1,0
48,0.7141394186040959,1.3042277839074286,0.5174432972926555,0.7867844857723048,0.0,1.0,0.25,0.0,0.7809187279151943,0.9752650176678446,0.0,0.39622962578303283,0.8697506371471617,0.23838928838570914,0.6313613487614526,0.0,0.3260918879373507,0.37181064276926157,0.4145502351832938,0.9929385714674441,0.5706349205988724,0.9222222221709876,0.21904761902675737,0.7862433862433863,0.8862552207896991,285,0.5465465070257374,0.23636363634214877,0.856729377709326,0.5956496952155419,0.0893731132937752,2183,composite,0,0,0,10.0,1,1,0
49,0.7255089545207816,1.3330878121482188,0.5229826714883002,0.8101051416076956,0.0,1.0,0.25,0.0,0.7950530035335689,0.9929328621908127,0.0,0.4001932838517759,0.879144282390674,0.24054295155737135,0.6386013308333026,0.0,0.3198161098090085,0.37237630823371304,0.37045094908171533,0.9949823511674574,0.6396825396379314,0.8222222221765432,0.45714285709931973,0.7795238095238096,0.8809579022602931,285,0.5326886813050319,0.14545454544132233,0.9199228171687414,0.5792176468008596,0.07806449685041553,2183,composite,0,0,0,10.0,1,1,0
50,0.6999316138376617,1.3136107474038963,0.4953719024734025,0.818238842719014,0.0,1.0,0.25,0.0,0.7526501766784452,0.9858657243816255,0.0,0.39647177058375543,0.86432119169169,0.2405219640996721,0.6237992271780968,0.0,0.31603652848438785,0.36050762641437106,0.375248295011137,0.9941073791311744,0.6373015872578672,0.8555555555080246,0.41904761900770976,0.7838095238095238,0.8852782363880045,285,0.5429855720641873,0.16363636362148762,0.922334780506887,0.583822304082796,0.08661561266045911,2183,composite,0,0,0,10.0,1,1,0
